ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
221111472399	E.2.1.4 Sustainable Aquaculture Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111482399	E.2.1.5 Food & Beverage Sustainability Initiatives-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111492399	E.2.1.6 Green Outsourced Logistics Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111502399	E.2.1.7 Recycled Material Use-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111512399	E.2.1.8 FSC Certified Sourcing-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111522399	E.2.1.9 Sustainable Food Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111532399	E.3.1.1 Sustainable Products & Services-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111542399	E.3.1.10 Credit & Loan Standards-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111552399	E.3.1.11 Responsible Asset Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111562399	E.3.1.12 Real Estate LCA-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111572399	E.3.1.13 Green Buildings Investments-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111582399	E.3.1.14 Share of Green Buildings-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111592399	E.3.1.15 Sustainable Financial Initiatives-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111602399	E.3.1.16 Hazardous Products-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111612399	E.3.1.17 Carbon Intensity of Generation-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111632399	E.3.1.18 Transmission Loss Rate-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111642399	E.3.1.3 Fleet Emissions-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111652399	E.3.1.4 Fleet Emissions Trend-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111662399	E.3.1.5 Sustainable Mobility Products-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111672399	E.3.1.6 Eco-Design-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111682399	E.3.1.7 Product Stewardship Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111692399	E.3.1.8 Organic Products-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111702399	E.3.1.9 GMO Policy-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111712399	G.1.1 Bribery & Corruption Policy-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111722399	G.1.1.1 Bribery & Corruption Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111732399	G.1.2 Whistleblower Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111742399	G.1.2.1 Business Ethics Programme-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111752399	G.1.3 Global Compact Signatory-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111762399	G.1.3.1 PRI Signatory-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111772399	G.1.3.2 Responsible Investment Policy-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
